Search Results: 2020 
FIPS code,State,County,Jurisdiction,Jurisdiction Type,Make,Model,Equipment Type,VVPAT,Polling Place,Accessible Use,Early Voting,Absentee Ballots
"5511158025","Wisconsin","Sauk","North Freedom","Village","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511158025","Wisconsin","Sauk","North Freedom","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511163125","Wisconsin","Sauk","Plain","Village","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511163125","Wisconsin","Sauk","Plain","Village","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511163125","Wisconsin","Sauk","Plain","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511165125","Wisconsin","Sauk","Prairie du Sac","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511165125","Wisconsin","Sauk","Prairie du Sac","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511165100","Wisconsin","Sauk","Prairie du Sac","Village","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511165100","Wisconsin","Sauk","Prairie du Sac","Village","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511165100","Wisconsin","Sauk","Prairie du Sac","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511165125","Wisconsin","Sauk","Prairie du Sac","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511166800","Wisconsin","Sauk","Reedsburg","City","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511166800","Wisconsin","Sauk","Reedsburg","City","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511166825","Wisconsin","Sauk","Reedsburg","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511166825","Wisconsin","Sauk","Reedsburg","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511166800","Wisconsin","Sauk","Reedsburg","City","State of Wisconsin","Badger Book","Electronic Poll Book","N/A","Yes","No","No","No",
"5511166825","Wisconsin","Sauk","Reedsburg","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511168975","Wisconsin","Sauk","Rock Springs","Village","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511168975","Wisconsin","Sauk","Rock Springs","Village","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511168975","Wisconsin","Sauk","Rock Springs","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511171650","Wisconsin","Sauk","Sauk City","Village","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511171650","Wisconsin","Sauk","Sauk City","Village","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511171650","Wisconsin","Sauk","Sauk City","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511176050","Wisconsin","Sauk","Spring Green","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511176050","Wisconsin","Sauk","Spring Green","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511176025","Wisconsin","Sauk","Spring Green","Village","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511176025","Wisconsin","Sauk","Spring Green","Village","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511176025","Wisconsin","Sauk","Spring Green","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511176050","Wisconsin","Sauk","Spring Green","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511178525","Wisconsin","Sauk","Sumpter","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511178525","Wisconsin","Sauk","Sumpter","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511178525","Wisconsin","Sauk","Sumpter","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511180825","Wisconsin","Sauk","Troy","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511180825","Wisconsin","Sauk","Troy","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511180825","Wisconsin","Sauk","Troy","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511183700","Wisconsin","Sauk","Washington","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511183700","Wisconsin","Sauk","Washington","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511183700","Wisconsin","Sauk","Washington","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511185325","Wisconsin","Sauk","West Baraboo","Village","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511185325","Wisconsin","Sauk","West Baraboo","Village","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511185325","Wisconsin","Sauk","West Baraboo","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511185625","Wisconsin","Sauk","Westfield","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511185625","Wisconsin","Sauk","Westfield","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511185625","Wisconsin","Sauk","Westfield","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511187775","Wisconsin","Sauk","Winfield","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511187775","Wisconsin","Sauk","Winfield","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511187775","Wisconsin","Sauk","Winfield","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511188775","Wisconsin","Sauk","Woodland","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511188775","Wisconsin","Sauk","Woodland","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511188775","Wisconsin","Sauk","Woodland","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511305200","Wisconsin","Sawyer","Bass Lake","Town","Dominion Voting Systems","ImageCast Evolution","Hybrid Optical Scan/BMD","N/A","Yes","Yes","No","Yes",
"5511305200","Wisconsin","Sawyer","Bass Lake","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511317250","Wisconsin","Sawyer","Couderay","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5511317250","Wisconsin","Sawyer","Couderay","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511317225","Wisconsin","Sawyer","Couderay","Village","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5511317225","Wisconsin","Sawyer","Couderay","Village","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511317225","Wisconsin","Sawyer","Couderay","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511317250","Wisconsin","Sawyer","Couderay","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511320825","Wisconsin","Sawyer","Draper","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5511320825","Wisconsin","Sawyer","Draper","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511320825","Wisconsin","Sawyer","Draper","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511322625","Wisconsin","Sawyer","Edgewater","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5511322625","Wisconsin","Sawyer","Edgewater","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511322625","Wisconsin","Sawyer","Edgewater","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511324700","Wisconsin","Sawyer","Exeland","Village","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5511324700","Wisconsin","Sawyer","Exeland","Village","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511324700","Wisconsin","Sawyer","Exeland","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511333450","Wisconsin","Sawyer","Hayward","City","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5511333450","Wisconsin","Sawyer","Hayward","City","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511333475","Wisconsin","Sawyer","Hayward","Town","Sequoia (Dominion)","Optech Insight","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511333475","Wisconsin","Sawyer","Hayward","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511333450","Wisconsin","Sawyer","Hayward","City","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511333475","Wisconsin","Sawyer","Hayward","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511336450","Wisconsin","Sawyer","Hunter","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5511336450","Wisconsin","Sawyer","Hunter","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511336450","Wisconsin","Sawyer","Hunter","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511343400","Wisconsin","Sawyer","Lenroot","Town","Sequoia (Dominion)","Optech Insight","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511343400","Wisconsin","Sawyer","Lenroot","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511343400","Wisconsin","Sawyer","Lenroot","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511350300","Wisconsin","Sawyer","Meadowbrook","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5511350300","Wisconsin","Sawyer","Meadowbrook","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511350300","Wisconsin","Sawyer","Meadowbrook","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511351425","Wisconsin","Sawyer","Meteor","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5511351425","Wisconsin","Sawyer","Meteor","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511351425","Wisconsin","Sawyer","Meteor","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511359600","Wisconsin","Sawyer","Ojibwa","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5511359600","Wisconsin","Sawyer","Ojibwa","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511359600","Wisconsin","Sawyer","Ojibwa","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511366075","Wisconsin","Sawyer","Radisson","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5511366075","Wisconsin","Sawyer","Radisson","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511366050","Wisconsin","Sawyer","Radisson","Village","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5511366050","Wisconsin","Sawyer","Radisson","Village","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511366050","Wisconsin","Sawyer","Radisson","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511366075","Wisconsin","Sawyer","Radisson","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511369750","Wisconsin","Sawyer","Round Lake","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5511369750","Wisconsin","Sawyer","Round Lake","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511369750","Wisconsin","Sawyer","Round Lake","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511371500","Wisconsin","Sawyer","Sand Lake","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5511371500","Wisconsin","Sawyer","Sand Lake","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511371500","Wisconsin","Sawyer","Sand Lake","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511375450","Wisconsin","Sawyer","Spider Lake","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5511375450","Wisconsin","Sawyer","Spider Lake","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511375450","Wisconsin","Sawyer","Spider Lake","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511385100","Wisconsin","Sawyer","Weirgor","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5511385100","Wisconsin","Sawyer","Weirgor","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511385100","Wisconsin","Sawyer","Weirgor","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511388000","Wisconsin","Sawyer","Winter","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5511388000","Wisconsin","Sawyer","Winter","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511387975","Wisconsin","Sawyer","Winter","Village","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5511387975","Wisconsin","Sawyer","Winter","Village","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511387975","Wisconsin","Sawyer","Winter","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511388000","Wisconsin","Sawyer","Winter","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511501375","Wisconsin","Shawano","Almon","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5511501375","Wisconsin","Shawano","Almon","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511501375","Wisconsin","Shawano","Almon","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511501975","Wisconsin","Shawano","Angelica","Town","Sequoia (Dominion)","Optech Insight","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511501975","Wisconsin","Shawano","Angelica","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511501975","Wisconsin","Shawano","Angelica","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511502100","Wisconsin","Shawano","Aniwa","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5511502100","Wisconsin","Shawano","Aniwa","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511502075","Wisconsin","Shawano","Aniwa","Village","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5511502075","Wisconsin","Shawano","Aniwa","Village","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5511502075","Wisconsin","Shawano","Aniwa","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
